,Reigion Name,Dates,Mobility Retail & Recreation (% from Baseline),Mobility Parks (% from Baseline),Mobility Grocery & Pharmacy (% from Baseline),Mobility Transit Stations (% from Baseline),Mobility Workplaces (% from Baseline),Mobility Residential (% from baseline)
5642,Essex,07/04/2020,-69.0,-7.0,-30.0,-75.0,-70.0,28.0
5643,Essex,08/04/2020,-69.0,-12.0,-28.0,-75.0,-70.0,28.0
5644,Essex,09/04/2020,-66.0,-6.0,-21.0,-76.0,-70.0,28.0
5645,Essex,10/04/2020,-75.0,-7.0,-37.0,-82.0,-83.0,33.0
5646,Essex,11/04/2020,-78.0,-31.0,-36.0,-78.0,-57.0,19.0
5647,Essex,12/04/2020,-90.0,-31.0,-68.0,-81.0,-59.0,16.0
5648,Essex,13/04/2020,-76.0,-25.0,-44.0,-85.0,-85.0,33.0
5649,Essex,14/04/2020,-67.0,-13.0,-27.0,-75.0,-69.0,28.0
5650,Essex,15/04/2020,-67.0,-1.0,-29.0,-74.0,-69.0,28.0
5651,Essex,16/04/2020,-68.0,-2.0,-29.0,-76.0,-69.0,28.0
5652,Essex,17/04/2020,-71.0,-15.0,-31.0,-78.0,-68.0,29.0
5653,Essex,18/04/2020,-78.0,-35.0,-38.0,-77.0,-53.0,19.0
5654,Essex,19/04/2020,-79.0,-2.0,-42.0,-77.0,-50.0,14.0
5655,Essex,20/04/2020,-68.0,5.0,-30.0,-76.0,-67.0,27.0
5656,Essex,21/04/2020,-68.0,-3.0,-28.0,-73.0,-67.0,27.0
5657,Essex,22/04/2020,-68.0,6.0,-28.0,-72.0,-66.0,27.0
5658,Essex,23/04/2020,-67.0,15.0,-27.0,-74.0,-67.0,28.0
5659,Essex,24/04/2020,-69.0,10.0,-27.0,-74.0,-65.0,28.0
5660,Essex,25/04/2020,-75.0,-15.0,-34.0,-75.0,-50.0,18.0
5661,Essex,26/04/2020,-76.0,10.0,-38.0,-75.0,-46.0,14.0
5662,Essex,27/04/2020,-65.0,6.0,-29.0,-73.0,-65.0,26.0
5663,Essex,28/04/2020,-71.0,-52.0,-35.0,-77.0,-67.0,27.0
5664,Essex,29/04/2020,-69.0,-28.0,-29.0,-73.0,-66.0,28.0
5665,Essex,30/04/2020,-70.0,-27.0,-28.0,-75.0,-66.0,28.0
5666,Essex,01/05/2020,-71.0,-25.0,-28.0,-75.0,-64.0,28.0
5667,Essex,02/05/2020,-75.0,-8.0,-32.0,-71.0,-47.0,17.0
5668,Essex,03/05/2020,-78.0,-17.0,-39.0,-75.0,-45.0,14.0
5669,Essex,04/05/2020,-64.0,14.0,-26.0,-72.0,-63.0,25.0
5670,Essex,05/05/2020,-65.0,-1.0,-25.0,-69.0,-64.0,26.0
5671,Essex,06/05/2020,-65.0,11.0,-22.0,-68.0,-63.0,26.0
5672,Essex,07/05/2020,-61.0,19.0,-14.0,-69.0,-63.0,25.0
5673,Essex,08/05/2020,-73.0,25.0,-31.0,-76.0,-80.0,31.0
5674,Essex,09/05/2020,-75.0,3.0,-31.0,-70.0,-47.0,17.0
5675,Essex,10/05/2020,-78.0,-28.0,-39.0,-76.0,-44.0,14.0
5676,Essex,11/05/2020,-64.0,-11.0,-24.0,-73.0,-62.0,25.0
5677,Essex,12/05/2020,-63.0,9.0,-22.0,-67.0,-61.0,25.0
5678,Essex,13/05/2020,-64.0,7.0,-23.0,-67.0,-61.0,25.0
5679,Essex,14/05/2020,-63.0,22.0,-20.0,-69.0,-61.0,24.0
5680,Essex,15/05/2020,-65.0,49.0,-20.0,-68.0,-59.0,24.0
5681,Essex,16/05/2020,-71.0,20.0,-26.0,-65.0,-42.0,15.0
5682,Essex,17/05/2020,-70.0,58.0,-27.0,-65.0,-37.0,11.0
5683,Essex,18/05/2020,-57.0,57.0,-17.0,-66.0,-58.0,22.0
5684,Essex,19/05/2020,-59.0,56.0,-15.0,-62.0,-59.0,22.0
5685,Essex,20/05/2020,-58.0,67.0,-14.0,-61.0,-59.0,23.0
5686,Essex,21/05/2020,-59.0,49.0,-14.0,-65.0,-59.0,23.0
5687,Essex,22/05/2020,-61.0,51.0,-15.0,-67.0,-57.0,23.0
5688,Essex,23/05/2020,-68.0,14.0,-22.0,-65.0,-37.0,15.0
5689,Essex,24/05/2020,-68.0,52.0,-25.0,-64.0,-34.0,10.0
5690,Essex,25/05/2020,-61.0,155.0,-22.0,-68.0,-80.0,26.0
5691,Essex,26/05/2020,-54.0,62.0,-11.0,-61.0,-58.0,21.0
5692,Essex,27/05/2020,-55.0,67.0,-12.0,-60.0,-57.0,22.0
5693,Essex,28/05/2020,-55.0,80.0,-11.0,-63.0,-57.0,22.0
5694,Essex,29/05/2020,-58.0,84.0,-12.0,-63.0,-55.0,22.0
5695,Essex,30/05/2020,-65.0,64.0,-16.0,-59.0,-28.0,12.0
5696,Essex,31/05/2020,-65.0,76.0,-20.0,-60.0,-25.0,9.0
5697,Essex,01/06/2020,-52.0,70.0,-12.0,-63.0,-52.0,20.0
5698,Essex,02/06/2020,-54.0,69.0,-13.0,-57.0,-53.0,20.0
5699,Essex,03/06/2020,-55.0,34.0,-14.0,-58.0,-52.0,21.0
5700,Essex,04/06/2020,-55.0,23.0,-14.0,-63.0,-53.0,22.0
5701,Essex,05/06/2020,-59.0,19.0,-16.0,-65.0,-51.0,22.0
5702,Essex,06/06/2020,-66.0,-15.0,-23.0,-67.0,-30.0,14.0
5703,Essex,07/06/2020,-65.0,26.0,-24.0,-65.0,-25.0,10.0
5704,Essex,08/06/2020,-51.0,39.0,-16.0,-64.0,-50.0,20.0
5705,Essex,09/06/2020,-52.0,61.0,-15.0,-58.0,-50.0,19.0
5706,Essex,10/06/2020,-57.0,-17.0,-19.0,-65.0,-52.0,22.0
5707,Essex,11/06/2020,-51.0,23.0,-14.0,-65.0,-51.0,21.0
5708,Essex,12/06/2020,-55.0,34.0,-14.0,-65.0,-49.0,21.0
5709,Essex,13/06/2020,-60.0,76.0,-15.0,-56.0,-18.0,10.0
5710,Essex,14/06/2020,-58.0,88.0,-17.0,-59.0,-15.0,7.0
5711,Essex,15/06/2020,-38.0,79.0,-11.0,-61.0,-48.0,18.0
5712,Essex,16/06/2020,-42.0,60.0,-10.0,-57.0,-49.0,18.0
5713,Essex,17/06/2020,-42.0,49.0,-10.0,-57.0,-48.0,19.0
5714,Essex,18/06/2020,-44.0,26.0,-10.0,-64.0,-50.0,20.0
5715,Essex,19/06/2020,-45.0,57.0,-7.0,-62.0,-47.0,18.0
5716,Essex,20/06/2020,-50.0,65.0,-7.0,-56.0,-15.0,8.0
5717,Essex,21/06/2020,-54.0,62.0,-15.0,-59.0,-8.0,6.0
5718,Essex,22/06/2020,-38.0,90.0,-10.0,-59.0,-49.0,17.0
5719,Essex,23/06/2020,-39.0,81.0,-7.0,-54.0,-49.0,17.0
5720,Falkirk,15/02/2020,-14.0,-40.0,-6.0,-14.0,-5.0,3.0
5721,Falkirk,16/02/2020,0.0,-12.0,-5.0,-1.0,-2.0,
5722,Falkirk,17/02/2020,1.0,,-1.0,-4.0,-16.0,2.0
5723,Falkirk,18/02/2020,5.0,,0.0,-3.0,-11.0,2.0
5724,Falkirk,19/02/2020,3.0,,1.0,2.0,0.0,1.0
5725,Falkirk,20/02/2020,-1.0,-5.0,-2.0,-4.0,-3.0,1.0
5726,Falkirk,21/02/2020,-11.0,-4.0,-2.0,-5.0,-3.0,3.0
5727,Falkirk,22/02/2020,-7.0,-29.0,0.0,-12.0,-1.0,3.0
5728,Falkirk,23/02/2020,7.0,14.0,0.0,7.0,3.0,0.0
5729,Falkirk,24/02/2020,-6.0,,-1.0,-3.0,-1.0,1.0
5730,Falkirk,25/02/2020,3.0,,4.0,-1.0,1.0,1.0
5731,Falkirk,26/02/2020,7.0,,1.0,-2.0,2.0,0.0
5732,Falkirk,27/02/2020,5.0,,3.0,-2.0,1.0,0.0
5733,Falkirk,28/02/2020,6.0,-4.0,4.0,1.0,1.0,0.0
5734,Falkirk,29/02/2020,7.0,-6.0,3.0,4.0,2.0,0.0
5735,Falkirk,01/03/2020,2.0,-24.0,-1.0,-5.0,-1.0,0.0
5736,Falkirk,02/03/2020,6.0,,4.0,3.0,0.0,0.0
5737,Falkirk,03/03/2020,5.0,,6.0,2.0,1.0,0.0
5738,Falkirk,04/03/2020,12.0,,8.0,0.0,1.0,0.0
5739,Falkirk,05/03/2020,6.0,,8.0,-2.0,0.0,0.0
5740,Falkirk,06/03/2020,3.0,,4.0,-1.0,1.0,0.0
5741,Falkirk,07/03/2020,1.0,-22.0,2.0,0.0,1.0,0.0
5742,Falkirk,08/03/2020,5.0,9.0,1.0,14.0,1.0,0.0
5743,Falkirk,09/03/2020,1.0,,2.0,2.0,0.0,0.0
5744,Falkirk,10/03/2020,-4.0,,3.0,-8.0,0.0,1.0
5745,Falkirk,11/03/2020,5.0,,4.0,-6.0,0.0,2.0
5746,Falkirk,12/03/2020,-4.0,-16.0,11.0,-10.0,-2.0,2.0
5747,Falkirk,13/03/2020,1.0,,12.0,-7.0,-3.0,1.0
5748,Falkirk,14/03/2020,-3.0,-7.0,12.0,-9.0,0.0,2.0
5749,Falkirk,15/03/2020,2.0,24.0,12.0,-6.0,0.0,1.0
5750,Falkirk,16/03/2020,-4.0,,16.0,-11.0,-9.0,4.0
5751,Falkirk,17/03/2020,-12.0,,20.0,-25.0,-13.0,7.0
5752,Falkirk,18/03/2020,-15.0,,21.0,-32.0,-19.0,9.0
5753,Falkirk,19/03/2020,-16.0,,25.0,-32.0,-24.0,10.0
5754,Falkirk,20/03/2020,-20.0,,11.0,-33.0,-24.0,11.0
5755,Falkirk,21/03/2020,-41.0,-6.0,9.0,-39.0,-18.0,10.0
5756,Falkirk,22/03/2020,-43.0,23.0,-8.0,-25.0,-23.0,
5757,Falkirk,23/03/2020,-37.0,,-6.0,-45.0,-41.0,15.0
5758,Falkirk,24/03/2020,-68.0,,-18.0,-59.0,-56.0,23.0
5759,Falkirk,25/03/2020,-72.0,-25.0,-21.0,-65.0,-64.0,25.0
5760,Falkirk,26/03/2020,-74.0,-27.0,-25.0,-69.0,-67.0,26.0
5761,Falkirk,27/03/2020,-74.0,-33.0,-25.0,-67.0,-66.0,27.0
5762,Falkirk,28/03/2020,-80.0,-38.0,-31.0,-67.0,-54.0,
5763,Falkirk,29/03/2020,-78.0,-26.0,-38.0,-56.0,-47.0,
5764,Falkirk,30/03/2020,-71.0,,-28.0,-62.0,-68.0,25.0
5765,Falkirk,31/03/2020,-70.0,,-25.0,-65.0,-69.0,26.0
5766,Falkirk,01/04/2020,-71.0,-16.0,-25.0,-65.0,-68.0,27.0
5767,Falkirk,02/04/2020,-74.0,-25.0,-26.0,-68.0,-69.0,27.0
5768,Falkirk,03/04/2020,-72.0,-31.0,-29.0,-64.0,-67.0,28.0
5769,Falkirk,04/04/2020,-79.0,-38.0,-29.0,-61.0,-52.0,
5770,Falkirk,05/04/2020,-75.0,-21.0,-38.0,-52.0,-45.0,
5771,Falkirk,06/04/2020,-71.0,,-28.0,-61.0,-69.0,25.0
5772,Falkirk,07/04/2020,-70.0,,-24.0,-60.0,-69.0,26.0
5773,Falkirk,08/04/2020,-69.0,-9.0,-25.0,-60.0,-69.0,26.0
5774,Falkirk,09/04/2020,-71.0,-20.0,-23.0,-64.0,-70.0,27.0
5775,Falkirk,10/04/2020,-73.0,-10.0,-26.0,-61.0,-73.0,29.0
5776,Falkirk,11/04/2020,-78.0,-37.0,-26.0,-59.0,-51.0,
5777,Falkirk,12/04/2020,-75.0,-26.0,-39.0,-49.0,-48.0,
5778,Falkirk,13/04/2020,-73.0,,-35.0,-61.0,-77.0,28.0
5779,Falkirk,14/04/2020,-68.0,,-25.0,-63.0,-69.0,26.0
5780,Falkirk,15/04/2020,-66.0,,-23.0,-58.0,-68.0,26.0
5781,Falkirk,16/04/2020,-70.0,-14.0,-27.0,-66.0,-69.0,27.0
5782,Falkirk,17/04/2020,-70.0,-21.0,-27.0,-62.0,-67.0,28.0
5783,Falkirk,18/04/2020,-77.0,-24.0,-30.0,-56.0,-47.0,
5784,Falkirk,19/04/2020,-72.0,-10.0,-35.0,-45.0,-43.0,
5785,Falkirk,20/04/2020,-67.0,,-27.0,-54.0,-67.0,24.0
5786,Falkirk,21/04/2020,-68.0,,-24.0,-56.0,-66.0,25.0
5787,Falkirk,22/04/2020,-67.0,,-27.0,-57.0,-66.0,25.0
5788,Falkirk,23/04/2020,-68.0,,-26.0,-58.0,-67.0,26.0
5789,Falkirk,24/04/2020,-70.0,12.0,-25.0,-57.0,-66.0,26.0
5790,Falkirk,25/04/2020,-75.0,-12.0,-27.0,-52.0,-46.0,
5791,Falkirk,26/04/2020,-68.0,-8.0,-32.0,-42.0,-42.0,
5792,Falkirk,27/04/2020,-64.0,,-27.0,-52.0,-65.0,24.0
5793,Falkirk,28/04/2020,-66.0,,-25.0,-58.0,-65.0,23.0
5794,Falkirk,29/04/2020,-67.0,-21.0,-26.0,-61.0,-65.0,26.0
5795,Falkirk,30/04/2020,-69.0,-12.0,-24.0,-60.0,-66.0,26.0
5796,Falkirk,01/05/2020,-69.0,8.0,-26.0,-57.0,-64.0,26.0
5797,Falkirk,02/05/2020,-73.0,-9.0,-25.0,-51.0,-44.0,
5798,Falkirk,03/05/2020,-69.0,-3.0,-30.0,-41.0,-38.0,
5799,Falkirk,04/05/2020,-63.0,,-25.0,-56.0,-65.0,24.0
5800,Falkirk,05/05/2020,-63.0,,-20.0,-54.0,-64.0,24.0
5801,Falkirk,06/05/2020,-64.0,,-21.0,-50.0,-63.0,24.0
5802,Falkirk,07/05/2020,-63.0,,-18.0,-55.0,-64.0,24.0
5803,Falkirk,08/05/2020,-67.0,20.0,-24.0,-57.0,-68.0,26.0
5804,Falkirk,09/05/2020,-73.0,-12.0,-24.0,-51.0,-44.0,
5805,Falkirk,10/05/2020,-69.0,-21.0,-30.0,-47.0,-36.0,
5806,Falkirk,11/05/2020,-58.0,,-23.0,-48.0,-62.0,22.0
5807,Falkirk,12/05/2020,-61.0,,-21.0,-55.0,-62.0,24.0
5808,Falkirk,13/05/2020,-59.0,,-19.0,-52.0,-61.0,24.0
5809,Falkirk,14/05/2020,-61.0,,-20.0,-55.0,-62.0,23.0
5810,Falkirk,15/05/2020,-63.0,16.0,-21.0,-54.0,-60.0,24.0
5811,Falkirk,16/05/2020,-70.0,-22.0,-23.0,-53.0,-42.0,
5812,Falkirk,17/05/2020,-69.0,-38.0,-30.0,-51.0,-35.0,
5813,Falkirk,18/05/2020,-60.0,,-21.0,-53.0,-61.0,22.0
5814,Falkirk,19/05/2020,-58.0,,-21.0,-55.0,-60.0,23.0
5815,Falkirk,20/05/2020,-57.0,,-18.0,-51.0,-59.0,23.0
5816,Falkirk,21/05/2020,-58.0,,-19.0,-56.0,-60.0,24.0
5817,Falkirk,22/05/2020,-63.0,-27.0,-22.0,-60.0,-59.0,25.0
5818,Falkirk,23/05/2020,-75.0,-66.0,-28.0,-69.0,-40.0,
5819,Falkirk,24/05/2020,-65.0,-5.0,-27.0,-42.0,-32.0,
5820,Falkirk,25/05/2020,-56.0,,-22.0,-46.0,-63.0,22.0
5821,Falkirk,26/05/2020,-54.0,,-16.0,-51.0,-57.0,22.0
5822,Falkirk,27/05/2020,-52.0,,-14.0,-46.0,-57.0,22.0
5823,Falkirk,28/05/2020,-54.0,,-12.0,-51.0,-57.0,22.0
5824,Falkirk,29/05/2020,-57.0,,-13.0,-47.0,-56.0,21.0
5825,Falkirk,30/05/2020,-66.0,16.0,-13.0,-38.0,-28.0,11.0
5826,Falkirk,31/05/2020,-58.0,35.0,-17.0,-20.0,-18.0,
5827,Falkirk,01/06/2020,-50.0,,-14.0,-40.0,-54.0,19.0
5828,Falkirk,02/06/2020,-53.0,,-18.0,-50.0,-54.0,21.0
5829,Falkirk,03/06/2020,-50.0,,-16.0,-47.0,-54.0,21.0
5830,Falkirk,04/06/2020,-57.0,,-19.0,-57.0,-55.0,22.0
5831,Falkirk,05/06/2020,-56.0,,-19.0,-56.0,-53.0,22.0
5832,Falkirk,06/06/2020,-63.0,27.0,-18.0,-47.0,-27.0,12.0
5833,Falkirk,07/06/2020,-55.0,39.0,-21.0,-33.0,-18.0,
5834,Falkirk,08/06/2020,-48.0,,-17.0,-46.0,-52.0,18.0
5835,Falkirk,09/06/2020,-51.0,,-18.0,-56.0,-53.0,20.0
5836,Falkirk,10/06/2020,-55.0,-31.0,-21.0,-62.0,-53.0,22.0
5837,Falkirk,11/06/2020,-49.0,,-17.0,-53.0,-52.0,20.0
5838,Falkirk,12/06/2020,-54.0,,-16.0,-53.0,-51.0,20.0
5839,Falkirk,13/06/2020,-62.0,-3.0,-19.0,-58.0,-26.0,13.0
5840,Falkirk,14/06/2020,-53.0,57.0,-21.0,-42.0,-14.0,
5841,Falkirk,15/06/2020,-47.0,,-17.0,-49.0,-52.0,18.0
5842,Falkirk,16/06/2020,-46.0,,-13.0,-49.0,-51.0,19.0
5843,Falkirk,17/06/2020,-46.0,,-13.0,-49.0,-50.0,19.0
5844,Falkirk,18/06/2020,-45.0,,-12.0,-54.0,-52.0,18.0
5845,Falkirk,19/06/2020,-50.0,,-10.0,-55.0,-51.0,19.0
5846,Falkirk,20/06/2020,-58.0,44.0,-7.0,-41.0,-18.0,9.0
5847,Falkirk,21/06/2020,-53.0,-13.0,-17.0,-46.0,-12.0,
5848,Falkirk,22/06/2020,-46.0,,-18.0,-52.0,-54.0,18.0
5849,Falkirk,23/06/2020,-47.0,,-15.0,-55.0,-53.0,19.0
5850,Fife,15/02/2020,-5.0,-27.0,-2.0,-10.0,-3.0,2.0
5851,Fife,16/02/2020,0.0,-11.0,0.0,-2.0,0.0,0.0
5852,Fife,17/02/2020,3.0,4.0,3.0,-4.0,1.0,1.0
5853,Fife,18/02/2020,2.0,-1.0,1.0,2.0,1.0,1.0
5854,Fife,19/02/2020,4.0,-2.0,1.0,-1.0,2.0,0.0
5855,Fife,20/02/2020,1.0,0.0,0.0,1.0,1.0,1.0
5856,Fife,21/02/2020,-1.0,-20.0,3.0,-5.0,0.0,1.0
5857,Fife,22/02/2020,-7.0,-31.0,0.0,-11.0,-2.0,2.0
5858,Fife,23/02/2020,8.0,21.0,6.0,7.0,2.0,-1.0
5859,Fife,24/02/2020,-7.0,-24.0,-1.0,-8.0,0.0,2.0
5860,Fife,25/02/2020,5.0,12.0,6.0,3.0,2.0,0.0
5861,Fife,26/02/2020,5.0,14.0,2.0,3.0,2.0,0.0
5862,Fife,27/02/2020,5.0,26.0,4.0,3.0,2.0,0.0
5863,Fife,28/02/2020,3.0,-16.0,4.0,0.0,1.0,0.0
5864,Fife,29/02/2020,12.0,10.0,4.0,4.0,2.0,0.0
5865,Fife,01/03/2020,3.0,-24.0,1.0,-10.0,1.0,0.0
5866,Fife,02/03/2020,6.0,13.0,5.0,1.0,1.0,0.0
5867,Fife,03/03/2020,10.0,42.0,3.0,4.0,2.0,0.0
5868,Fife,04/03/2020,9.0,29.0,6.0,4.0,1.0,0.0
5869,Fife,05/03/2020,9.0,32.0,7.0,3.0,2.0,0.0
5870,Fife,06/03/2020,10.0,21.0,6.0,3.0,2.0,0.0
5871,Fife,07/03/2020,6.0,3.0,5.0,5.0,3.0,0.0
5872,Fife,08/03/2020,10.0,24.0,4.0,16.0,4.0,-1.0
5873,Fife,09/03/2020,7.0,5.0,3.0,-1.0,2.0,1.0
5874,Fife,10/03/2020,4.0,6.0,4.0,-1.0,2.0,1.0
5875,Fife,11/03/2020,4.0,-7.0,4.0,-4.0,1.0,1.0
5876,Fife,12/03/2020,1.0,-6.0,10.0,-3.0,0.0,2.0
5877,Fife,13/03/2020,5.0,23.0,14.0,-2.0,-2.0,1.0
5878,Fife,14/03/2020,-2.0,13.0,12.0,-6.0,-1.0,2.0
5879,Fife,15/03/2020,2.0,30.0,13.0,-3.0,0.0,1.0
5880,Fife,16/03/2020,2.0,9.0,18.0,-10.0,-6.0,3.0
5881,Fife,17/03/2020,-8.0,12.0,19.0,-17.0,-11.0,6.0
5882,Fife,18/03/2020,-10.0,12.0,20.0,-20.0,-16.0,8.0
5883,Fife,19/03/2020,-9.0,45.0,24.0,-20.0,-21.0,9.0
5884,Fife,20/03/2020,-16.0,44.0,13.0,-23.0,-22.0,9.0
5885,Fife,21/03/2020,-37.0,27.0,11.0,-26.0,-20.0,9.0
5886,Fife,22/03/2020,-42.0,65.0,-6.0,-11.0,-22.0,7.0
5887,Fife,23/03/2020,-37.0,-4.0,-6.0,-41.0,-41.0,15.0
5888,Fife,24/03/2020,-67.0,-18.0,-21.0,-58.0,-58.0,22.0
5889,Fife,25/03/2020,-71.0,-23.0,-23.0,-64.0,-64.0,24.0
5890,Fife,26/03/2020,-73.0,-28.0,-25.0,-65.0,-67.0,26.0
5891,Fife,27/03/2020,-73.0,-37.0,-24.0,-66.0,-67.0,26.0
5892,Fife,28/03/2020,-80.0,-38.0,-29.0,-64.0,-54.0,18.0
5893,Fife,29/03/2020,-79.0,-32.0,-38.0,-56.0,-51.0,14.0
5894,Fife,30/03/2020,-70.0,-18.0,-26.0,-62.0,-68.0,24.0
5895,Fife,31/03/2020,-70.0,-8.0,-23.0,-61.0,-69.0,25.0
5896,Fife,01/04/2020,-71.0,-26.0,-24.0,-63.0,-68.0,25.0
5897,Fife,02/04/2020,-71.0,-25.0,-23.0,-64.0,-69.0,26.0
5898,Fife,03/04/2020,-73.0,-37.0,-22.0,-65.0,-68.0,26.0
5899,Fife,04/04/2020,-79.0,-38.0,-28.0,-62.0,-54.0,18.0
5900,Fife,05/04/2020,-78.0,-23.0,-34.0,-53.0,-49.0,13.0
5901,Fife,06/04/2020,-69.0,-25.0,-25.0,-62.0,-69.0,24.0
5902,Fife,07/04/2020,-69.0,1.0,-22.0,-56.0,-69.0,24.0
5903,Fife,08/04/2020,-69.0,-15.0,-23.0,-59.0,-69.0,24.0
5904,Fife,09/04/2020,-69.0,-26.0,-20.0,-62.0,-69.0,26.0
5905,Fife,10/04/2020,-71.0,-23.0,-23.0,-58.0,-72.0,26.0
5906,Fife,11/04/2020,-76.0,-30.0,-22.0,-55.0,-55.0,17.0
5907,Fife,12/04/2020,-79.0,-29.0,-37.0,-52.0,-49.0,14.0
5908,Fife,13/04/2020,-72.0,-14.0,-33.0,-60.0,-74.0,25.0
5909,Fife,14/04/2020,-69.0,-10.0,-24.0,-59.0,-68.0,24.0
5910,Fife,15/04/2020,-68.0,2.0,-20.0,-56.0,-68.0,24.0
5911,Fife,16/04/2020,-70.0,-26.0,-24.0,-60.0,-68.0,26.0
5912,Fife,17/04/2020,-71.0,-25.0,-22.0,-60.0,-67.0,26.0
5913,Fife,18/04/2020,-78.0,-22.0,-28.0,-59.0,-52.0,17.0
5914,Fife,19/04/2020,-76.0,-11.0,-31.0,-47.0,-45.0,13.0
5915,Fife,20/04/2020,-68.0,-4.0,-25.0,-57.0,-65.0,23.0
5916,Fife,21/04/2020,-69.0,6.0,-23.0,-56.0,-66.0,24.0
5917,Fife,22/04/2020,-69.0,1.0,-22.0,-56.0,-65.0,24.0
5918,Fife,23/04/2020,-69.0,4.0,-22.0,-56.0,-65.0,25.0
5919,Fife,24/04/2020,-69.0,-4.0,-20.0,-56.0,-65.0,25.0
5920,Fife,25/04/2020,-75.0,-16.0,-23.0,-54.0,-48.0,16.0
5921,Fife,26/04/2020,-74.0,-7.0,-29.0,-46.0,-43.0,12.0
5922,Fife,27/04/2020,-67.0,-10.0,-24.0,-57.0,-64.0,23.0
5923,Fife,28/04/2020,-66.0,6.0,-21.0,-55.0,-64.0,21.0
5924,Fife,29/04/2020,-69.0,-30.0,-25.0,-60.0,-64.0,24.0
5925,Fife,30/04/2020,-69.0,-18.0,-19.0,-55.0,-65.0,25.0
5926,Fife,01/05/2020,-70.0,-9.0,-19.0,-53.0,-63.0,24.0
5927,Fife,02/05/2020,-75.0,-7.0,-22.0,-45.0,-46.0,16.0
5928,Fife,03/05/2020,-72.0,-12.0,-27.0,-40.0,-40.0,12.0
5929,Fife,04/05/2020,-65.0,6.0,-22.0,-51.0,-65.0,22.0
5930,Fife,05/05/2020,-65.0,24.0,-18.0,-47.0,-62.0,22.0
5931,Fife,06/05/2020,-66.0,21.0,-15.0,-48.0,-62.0,22.0
5932,Fife,07/05/2020,-65.0,15.0,-14.0,-48.0,-63.0,23.0
5933,Fife,08/05/2020,-68.0,8.0,-18.0,-50.0,-66.0,24.0
5934,Fife,09/05/2020,-73.0,-1.0,-21.0,-45.0,-45.0,15.0
5935,Fife,10/05/2020,-73.0,-23.0,-27.0,-44.0,-40.0,12.0
5936,Fife,11/05/2020,-63.0,12.0,-19.0,-47.0,-61.0,22.0
5937,Fife,12/05/2020,-64.0,-1.0,-17.0,-50.0,-61.0,23.0
5938,Fife,13/05/2020,-65.0,5.0,-17.0,-46.0,-61.0,23.0
5939,Fife,14/05/2020,-64.0,16.0,-15.0,-47.0,-61.0,22.0
5940,Fife,15/05/2020,-65.0,1.0,-15.0,-47.0,-61.0,23.0
5941,Fife,16/05/2020,-72.0,-2.0,-18.0,-44.0,-44.0,15.0
5942,Fife,17/05/2020,-72.0,-28.0,-27.0,-43.0,-38.0,12.0
5943,Fife,18/05/2020,-62.0,4.0,-18.0,-48.0,-60.0,21.0
5944,Fife,19/05/2020,-61.0,24.0,-16.0,-47.0,-59.0,22.0
5945,Fife,20/05/2020,-62.0,46.0,-12.0,-42.0,-59.0,21.0
5946,Fife,21/05/2020,-61.0,29.0,-13.0,-45.0,-60.0,22.0
5947,Fife,22/05/2020,-65.0,-25.0,-17.0,-52.0,-59.0,23.0
5948,Fife,23/05/2020,-73.0,-46.0,-22.0,-58.0,-42.0,17.0
5949,Fife,24/05/2020,-68.0,7.0,-22.0,-37.0,-33.0,11.0
5950,Fife,25/05/2020,-59.0,50.0,-17.0,-42.0,-61.0,21.0
5951,Fife,26/05/2020,-59.0,57.0,-12.0,-39.0,-57.0,20.0
5952,Fife,27/05/2020,-58.0,34.0,-10.0,-40.0,-57.0,21.0
5953,Fife,28/05/2020,-57.0,59.0,-6.0,-40.0,-57.0,21.0
5954,Fife,29/05/2020,-58.0,69.0,-5.0,-38.0,-56.0,19.0
5955,Fife,30/05/2020,-65.0,57.0,-6.0,-30.0,-29.0,11.0
5956,Fife,31/05/2020,-61.0,71.0,-11.0,-18.0,-22.0,8.0
5957,Fife,01/06/2020,-52.0,97.0,-6.0,-34.0,-56.0,18.0
5958,Fife,02/06/2020,-55.0,36.0,-14.0,-41.0,-56.0,20.0
5959,Fife,03/06/2020,-55.0,16.0,-11.0,-41.0,-55.0,20.0
5960,Fife,04/06/2020,-57.0,1.0,-13.0,-45.0,-55.0,21.0
5961,Fife,05/06/2020,-59.0,0.0,-13.0,-52.0,-54.0,21.0
5962,Fife,06/06/2020,-63.0,43.0,-11.0,-40.0,-29.0,12.0
5963,Fife,07/06/2020,-59.0,31.0,-16.0,-33.0,-25.0,9.0
5964,Fife,08/06/2020,-50.0,57.0,-12.0,-45.0,-52.0,18.0
5965,Fife,09/06/2020,-53.0,43.0,-13.0,-46.0,-53.0,19.0
5966,Fife,10/06/2020,-56.0,-20.0,-16.0,-54.0,-54.0,21.0
5967,Fife,11/06/2020,-53.0,60.0,-10.0,-48.0,-52.0,19.0
5968,Fife,12/06/2020,-56.0,26.0,-13.0,-50.0,-52.0,20.0
5969,Fife,13/06/2020,-63.0,-5.0,-14.0,-51.0,-29.0,13.0
5970,Fife,14/06/2020,-58.0,51.0,-17.0,-35.0,-21.0,9.0
5971,Fife,15/06/2020,-50.0,23.0,-14.0,-48.0,-53.0,18.0
5972,Fife,16/06/2020,-49.0,73.0,-10.0,-43.0,-52.0,18.0
5973,Fife,17/06/2020,-50.0,70.0,-10.0,-44.0,-51.0,18.0
