,Reigion Name,Dates,Mobility Retail & Recreation (% from Baseline),Mobility Parks (% from Baseline),Mobility Grocery & Pharmacy (% from Baseline),Mobility Transit Stations (% from Baseline),Mobility Workplaces (% from Baseline),Mobility Residential (% from baseline)
315,Angus Council,10/04/2020,-72.0,-20.0,-29.0,-53.0,-68.0,
316,Angus Council,11/04/2020,-78.0,-24.0,-27.0,-50.0,-58.0,
317,Angus Council,12/04/2020,-82.0,-30.0,-44.0,-44.0,-52.0,
318,Angus Council,13/04/2020,-74.0,-10.0,-40.0,-54.0,-70.0,
319,Angus Council,14/04/2020,-72.0,-10.0,-25.0,-48.0,-65.0,
320,Angus Council,15/04/2020,-70.0,16.0,-26.0,-48.0,-65.0,
321,Angus Council,16/04/2020,-70.0,-14.0,-29.0,-47.0,-65.0,
322,Angus Council,17/04/2020,-68.0,-14.0,-26.0,-53.0,-65.0,
323,Angus Council,18/04/2020,-75.0,-17.0,-26.0,-50.0,-52.0,
324,Angus Council,19/04/2020,-72.0,-6.0,-33.0,-42.0,-48.0,
325,Angus Council,20/04/2020,-68.0,4.0,-27.0,-41.0,-63.0,
326,Angus Council,21/04/2020,-67.0,16.0,-21.0,-44.0,-62.0,21.0
327,Angus Council,22/04/2020,-67.0,15.0,-23.0,-41.0,-62.0,
328,Angus Council,23/04/2020,-67.0,16.0,-21.0,-42.0,-63.0,
329,Angus Council,24/04/2020,-68.0,6.0,-22.0,-45.0,-62.0,
330,Angus Council,25/04/2020,-75.0,-18.0,-23.0,-45.0,-48.0,
331,Angus Council,26/04/2020,-74.0,3.0,-33.0,-31.0,-44.0,
332,Angus Council,27/04/2020,-69.0,-9.0,-26.0,-49.0,-61.0,21.0
333,Angus Council,28/04/2020,-67.0,14.0,-22.0,-41.0,-61.0,19.0
334,Angus Council,29/04/2020,-67.0,-11.0,-24.0,-43.0,-61.0,23.0
335,Angus Council,30/04/2020,-69.0,-14.0,-20.0,-53.0,-61.0,23.0
336,Angus Council,01/05/2020,-69.0,-12.0,-20.0,-48.0,-61.0,
337,Angus Council,02/05/2020,-73.0,-14.0,-21.0,-47.0,-50.0,
338,Angus Council,03/05/2020,-71.0,8.0,-30.0,-26.0,-46.0,
339,Angus Council,04/05/2020,-66.0,1.0,-23.0,-37.0,-61.0,21.0
340,Angus Council,05/05/2020,-63.0,,-18.0,-35.0,-60.0,20.0
341,Angus Council,06/05/2020,-62.0,,-18.0,-38.0,-60.0,21.0
342,Angus Council,07/05/2020,-64.0,34.0,-13.0,-35.0,-61.0,21.0
343,Angus Council,08/05/2020,-68.0,-3.0,-20.0,-48.0,-66.0,
344,Angus Council,09/05/2020,-72.0,-3.0,-18.0,-40.0,-48.0,
345,Angus Council,10/05/2020,-72.0,-16.0,-28.0,-43.0,-41.0,
346,Angus Council,11/05/2020,-61.0,12.0,-19.0,-38.0,-59.0,20.0
347,Angus Council,12/05/2020,-66.0,4.0,-15.0,-40.0,-58.0,21.0
348,Angus Council,13/05/2020,-64.0,5.0,-20.0,-41.0,-58.0,21.0
349,Angus Council,14/05/2020,-64.0,17.0,-18.0,-38.0,-58.0,20.0
350,Angus Council,15/05/2020,-62.0,13.0,-14.0,-38.0,-58.0,21.0
351,Angus Council,16/05/2020,-71.0,7.0,-16.0,-40.0,-45.0,
352,Angus Council,17/05/2020,-71.0,-7.0,-24.0,-29.0,-41.0,
353,Angus Council,18/05/2020,-59.0,21.0,-17.0,-34.0,-56.0,19.0
354,Angus Council,19/05/2020,-60.0,32.0,-13.0,-33.0,-56.0,20.0
355,Angus Council,20/05/2020,-61.0,,-17.0,-28.0,-56.0,20.0
356,Angus Council,21/05/2020,-64.0,34.0,-12.0,-28.0,-57.0,21.0
357,Angus Council,22/05/2020,-67.0,-15.0,-16.0,-40.0,-57.0,22.0
358,Angus Council,23/05/2020,-74.0,-27.0,-17.0,-50.0,-44.0,
359,Angus Council,24/05/2020,-69.0,32.0,-22.0,-20.0,-36.0,
360,Angus Council,25/05/2020,-57.0,,-20.0,-26.0,-60.0,20.0
361,Angus Council,26/05/2020,-59.0,,-11.0,-24.0,-55.0,18.0
362,Angus Council,27/05/2020,-59.0,,-12.0,-30.0,-55.0,19.0
363,Angus Council,28/05/2020,-55.0,,-7.0,-24.0,-55.0,19.0
364,Angus Council,29/05/2020,-53.0,,-7.0,-12.0,-53.0,17.0
365,Angus Council,30/05/2020,-60.0,58.0,-6.0,-2.0,-36.0,
366,Angus Council,31/05/2020,-52.0,87.0,-10.0,20.0,-25.0,
367,Angus Council,01/06/2020,-47.0,,-8.0,-6.0,-52.0,16.0
368,Angus Council,02/06/2020,-49.0,,-13.0,-7.0,-52.0,18.0
369,Angus Council,03/06/2020,-49.0,,-12.0,-11.0,-52.0,18.0
370,Angus Council,04/06/2020,-55.0,29.0,-14.0,-16.0,-52.0,19.0
371,Angus Council,05/06/2020,-53.0,15.0,-14.0,-48.0,-51.0,19.0
372,Angus Council,06/06/2020,-58.0,55.0,-9.0,-45.0,-34.0,
373,Angus Council,07/06/2020,-52.0,54.0,-16.0,-34.0,-27.0,
374,Angus Council,08/06/2020,-47.0,,-15.0,-39.0,-51.0,16.0
375,Angus Council,09/06/2020,-49.0,,-13.0,-38.0,-50.0,17.0
376,Angus Council,10/06/2020,-54.0,4.0,-16.0,-49.0,-52.0,19.0
377,Angus Council,11/06/2020,-46.0,,-10.0,-40.0,-49.0,17.0
378,Angus Council,12/06/2020,-45.0,37.0,-13.0,-46.0,-49.0,18.0
379,Angus Council,13/06/2020,-57.0,2.0,-11.0,-49.0,-33.0,
380,Angus Council,14/06/2020,-48.0,47.0,-18.0,-40.0,-24.0,
381,Angus Council,15/06/2020,-44.0,28.0,-13.0,-46.0,-49.0,17.0
382,Angus Council,16/06/2020,-44.0,,-10.0,-34.0,-49.0,16.0
383,Angus Council,17/06/2020,-45.0,,-11.0,-38.0,-48.0,16.0
384,Angus Council,18/06/2020,-40.0,,-10.0,-40.0,-49.0,16.0
385,Angus Council,19/06/2020,-39.0,38.0,-9.0,-45.0,-48.0,16.0
386,Angus Council,20/06/2020,-47.0,89.0,2.0,-26.0,-22.0,
387,Angus Council,21/06/2020,-38.0,29.0,-11.0,-29.0,-19.0,
388,Angus Council,22/06/2020,-42.0,,-14.0,-36.0,-50.0,16.0
389,Angus Council,23/06/2020,-38.0,,-11.0,-36.0,-49.0,15.0
390,Argyll and Bute Council,15/02/2020,-11.0,-21.0,-11.0,-20.0,-2.0,
391,Argyll and Bute Council,16/02/2020,12.0,20.0,0.0,-4.0,-2.0,
392,Argyll and Bute Council,17/02/2020,11.0,29.0,4.0,17.0,1.0,1.0
393,Argyll and Bute Council,18/02/2020,10.0,41.0,7.0,20.0,0.0,1.0
394,Argyll and Bute Council,19/02/2020,7.0,27.0,4.0,14.0,-1.0,1.0
395,Argyll and Bute Council,20/02/2020,5.0,21.0,1.0,4.0,1.0,1.0
396,Argyll and Bute Council,21/02/2020,-7.0,-1.0,-4.0,-3.0,-2.0,2.0
397,Argyll and Bute Council,22/02/2020,-12.0,-20.0,-11.0,-17.0,0.0,
398,Argyll and Bute Council,23/02/2020,10.0,20.0,-3.0,9.0,2.0,
399,Argyll and Bute Council,24/02/2020,1.0,8.0,1.0,12.0,1.0,1.0
400,Argyll and Bute Council,25/02/2020,6.0,24.0,3.0,8.0,-1.0,0.0
401,Argyll and Bute Council,26/02/2020,5.0,22.0,0.0,12.0,-1.0,1.0
402,Argyll and Bute Council,27/02/2020,2.0,12.0,-3.0,4.0,-2.0,1.0
403,Argyll and Bute Council,28/02/2020,-2.0,6.0,1.0,6.0,0.0,1.0
404,Argyll and Bute Council,29/02/2020,6.0,3.0,1.0,7.0,6.0,
405,Argyll and Bute Council,01/03/2020,10.0,10.0,-3.0,2.0,4.0,
406,Argyll and Bute Council,02/03/2020,9.0,26.0,6.0,27.0,2.0,0.0
407,Argyll and Bute Council,03/03/2020,10.0,39.0,4.0,14.0,1.0,0.0
408,Argyll and Bute Council,04/03/2020,18.0,37.0,10.0,20.0,1.0,-1.0
409,Argyll and Bute Council,05/03/2020,7.0,18.0,7.0,13.0,0.0,0.0
410,Argyll and Bute Council,06/03/2020,4.0,31.0,8.0,16.0,2.0,0.0
411,Argyll and Bute Council,07/03/2020,-1.0,4.0,1.0,3.0,1.0,
412,Argyll and Bute Council,08/03/2020,16.0,38.0,9.0,20.0,4.0,
413,Argyll and Bute Council,09/03/2020,9.0,15.0,4.0,18.0,0.0,1.0
414,Argyll and Bute Council,10/03/2020,9.0,30.0,6.0,13.0,-1.0,1.0
415,Argyll and Bute Council,11/03/2020,5.0,24.0,9.0,7.0,-1.0,2.0
416,Argyll and Bute Council,12/03/2020,-2.0,0.0,11.0,1.0,-1.0,2.0
417,Argyll and Bute Council,13/03/2020,8.0,41.0,15.0,20.0,-3.0,0.0
418,Argyll and Bute Council,14/03/2020,2.0,6.0,9.0,6.0,2.0,
419,Argyll and Bute Council,15/03/2020,13.0,46.0,18.0,15.0,1.0,
420,Argyll and Bute Council,16/03/2020,0.0,24.0,24.0,15.0,-3.0,3.0
421,Argyll and Bute Council,17/03/2020,-5.0,19.0,23.0,-2.0,-9.0,5.0
422,Argyll and Bute Council,18/03/2020,-6.0,22.0,27.0,-4.0,-15.0,7.0
423,Argyll and Bute Council,19/03/2020,-9.0,36.0,26.0,3.0,-19.0,7.0
424,Argyll and Bute Council,20/03/2020,-16.0,56.0,11.0,0.0,-21.0,8.0
425,Argyll and Bute Council,21/03/2020,-41.0,29.0,11.0,-12.0,-23.0,
426,Argyll and Bute Council,22/03/2020,-43.0,68.0,-4.0,-1.0,-27.0,
427,Argyll and Bute Council,23/03/2020,-42.0,3.0,-4.0,-18.0,-41.0,
428,Argyll and Bute Council,24/03/2020,-77.0,-31.0,-31.0,-52.0,-59.0,
429,Argyll and Bute Council,25/03/2020,-78.0,-41.0,-32.0,-56.0,-65.0,
430,Argyll and Bute Council,26/03/2020,-74.0,-32.0,-38.0,-57.0,-65.0,
431,Argyll and Bute Council,27/03/2020,-79.0,-38.0,-35.0,-61.0,-65.0,
432,Argyll and Bute Council,28/03/2020,-83.0,-49.0,-44.0,-63.0,-57.0,
433,Argyll and Bute Council,29/03/2020,-88.0,-34.0,-45.0,-57.0,-52.0,
434,Argyll and Bute Council,30/03/2020,-76.0,-33.0,-37.0,-54.0,-66.0,
435,Argyll and Bute Council,31/03/2020,-74.0,-32.0,-36.0,-55.0,-68.0,
436,Argyll and Bute Council,01/04/2020,-79.0,-42.0,-34.0,-63.0,-67.0,
437,Argyll and Bute Council,02/04/2020,-81.0,-49.0,-36.0,-64.0,-68.0,
438,Argyll and Bute Council,03/04/2020,-78.0,-49.0,-36.0,-65.0,-66.0,
439,Argyll and Bute Council,04/04/2020,-83.0,-54.0,-42.0,-64.0,-54.0,
440,Argyll and Bute Council,05/04/2020,-84.0,-35.0,-42.0,-64.0,-54.0,
441,Argyll and Bute Council,06/04/2020,,-29.0,-35.0,-52.0,-66.0,
442,Argyll and Bute Council,07/04/2020,,-24.0,-35.0,-53.0,-66.0,
443,Argyll and Bute Council,08/04/2020,-74.0,-42.0,-35.0,-59.0,-67.0,
444,Argyll and Bute Council,09/04/2020,-75.0,-37.0,-30.0,-57.0,-67.0,
445,Argyll and Bute Council,10/04/2020,-76.0,-36.0,-35.0,-61.0,-70.0,
446,Argyll and Bute Council,11/04/2020,-80.0,-55.0,-37.0,-64.0,-52.0,
447,Argyll and Bute Council,12/04/2020,,-30.0,-46.0,-60.0,-51.0,
448,Argyll and Bute Council,13/04/2020,,-25.0,-44.0,-52.0,-74.0,
449,Argyll and Bute Council,14/04/2020,,-26.0,-35.0,-53.0,-66.0,
450,Argyll and Bute Council,15/04/2020,-74.0,-36.0,-33.0,-58.0,-67.0,
451,Argyll and Bute Council,16/04/2020,-72.0,-31.0,-32.0,-56.0,-66.0,
452,Argyll and Bute Council,17/04/2020,-72.0,-35.0,-37.0,-57.0,-65.0,
453,Argyll and Bute Council,18/04/2020,-79.0,-43.0,-37.0,-59.0,-53.0,
454,Argyll and Bute Council,19/04/2020,,-19.0,-38.0,-55.0,-50.0,
455,Argyll and Bute Council,20/04/2020,,-21.0,-32.0,-45.0,-63.0,
456,Argyll and Bute Council,21/04/2020,-70.0,-21.0,-29.0,-49.0,-63.0,
457,Argyll and Bute Council,22/04/2020,-72.0,-27.0,-28.0,-51.0,-65.0,
458,Argyll and Bute Council,23/04/2020,-70.0,-30.0,-27.0,-51.0,-63.0,
459,Argyll and Bute Council,24/04/2020,-71.0,-25.0,-27.0,-50.0,-63.0,
460,Argyll and Bute Council,25/04/2020,-77.0,-43.0,-36.0,-55.0,-51.0,
461,Argyll and Bute Council,26/04/2020,,-35.0,-35.0,-57.0,-49.0,
462,Argyll and Bute Council,27/04/2020,,-25.0,-30.0,-41.0,-62.0,
463,Argyll and Bute Council,28/04/2020,-68.0,-27.0,-29.0,-48.0,-62.0,
464,Argyll and Bute Council,29/04/2020,-70.0,-42.0,-31.0,-58.0,-63.0,
465,Argyll and Bute Council,30/04/2020,-69.0,-41.0,-29.0,-57.0,-62.0,
466,Argyll and Bute Council,01/05/2020,-71.0,-34.0,-30.0,-54.0,-61.0,
467,Argyll and Bute Council,02/05/2020,-74.0,-40.0,-36.0,-51.0,-46.0,
468,Argyll and Bute Council,03/05/2020,,-21.0,-34.0,-48.0,-46.0,
469,Argyll and Bute Council,04/05/2020,,-20.0,-31.0,-45.0,-64.0,
470,Argyll and Bute Council,05/05/2020,,-8.0,-28.0,-43.0,-61.0,
471,Argyll and Bute Council,06/05/2020,-61.0,-7.0,-26.0,-40.0,-62.0,
472,Argyll and Bute Council,07/05/2020,-64.0,-31.0,-26.0,-48.0,-61.0,
473,Argyll and Bute Council,08/05/2020,-69.0,-29.0,-31.0,-52.0,-64.0,
474,Argyll and Bute Council,09/05/2020,-75.0,-45.0,-33.0,-54.0,-50.0,
475,Argyll and Bute Council,10/05/2020,,-23.0,-33.0,-55.0,-47.0,
476,Argyll and Bute Council,11/05/2020,,-16.0,-29.0,-40.0,-60.0,
477,Argyll and Bute Council,12/05/2020,,-24.0,-29.0,-49.0,-61.0,
478,Argyll and Bute Council,13/05/2020,-65.0,-17.0,-26.0,-41.0,-59.0,
479,Argyll and Bute Council,14/05/2020,-63.0,-29.0,-26.0,-50.0,-60.0,
480,Argyll and Bute Council,15/05/2020,-65.0,-31.0,-28.0,-54.0,-60.0,
481,Argyll and Bute Council,16/05/2020,-73.0,-47.0,-31.0,-54.0,-47.0,
482,Argyll and Bute Council,17/05/2020,-77.0,-58.0,-39.0,-68.0,-51.0,
483,Argyll and Bute Council,18/05/2020,-57.0,-27.0,-29.0,-46.0,-58.0,
484,Argyll and Bute Council,19/05/2020,-62.0,-22.0,-27.0,-48.0,-60.0,
485,Argyll and Bute Council,20/05/2020,-59.0,-1.0,-24.0,-40.0,-60.0,
486,Argyll and Bute Council,21/05/2020,-60.0,-17.0,-25.0,-43.0,-59.0,
487,Argyll and Bute Council,22/05/2020,-67.0,-53.0,-31.0,-60.0,-60.0,
488,Argyll and Bute Council,23/05/2020,-77.0,-70.0,-39.0,-70.0,-51.0,
489,Argyll and Bute Council,24/05/2020,-67.0,-34.0,-32.0,-56.0,-45.0,
490,Argyll and Bute Council,25/05/2020,-55.0,-4.0,-30.0,-38.0,-62.0,
491,Argyll and Bute Council,26/05/2020,-52.0,-3.0,-26.0,-36.0,-55.0,
492,Argyll and Bute Council,27/05/2020,-53.0,-8.0,-22.0,-38.0,-55.0,
493,Argyll and Bute Council,28/05/2020,-54.0,-4.0,-20.0,-35.0,-54.0,
494,Argyll and Bute Council,29/05/2020,-56.0,15.0,-19.0,-29.0,-53.0,
495,Argyll and Bute Council,30/05/2020,-65.0,3.0,-22.0,-24.0,-33.0,
496,Argyll and Bute Council,31/05/2020,-53.0,49.0,-18.0,-19.0,-29.0,
497,Argyll and Bute Council,01/06/2020,-44.0,38.0,-17.0,-11.0,-51.0,
498,Argyll and Bute Council,02/06/2020,-53.0,4.0,-22.0,-31.0,-53.0,
499,Argyll and Bute Council,03/06/2020,-54.0,1.0,-18.0,-35.0,-53.0,
500,Argyll and Bute Council,04/06/2020,-54.0,-16.0,-20.0,-40.0,-54.0,
501,Argyll and Bute Council,05/06/2020,-58.0,-26.0,-24.0,-43.0,-52.0,
502,Argyll and Bute Council,06/06/2020,-66.0,-21.0,-25.0,-45.0,-36.0,
503,Argyll and Bute Council,07/06/2020,-52.0,39.0,-23.0,-28.0,-32.0,
504,Argyll and Bute Council,08/06/2020,-44.0,9.0,-21.0,-25.0,-50.0,
505,Argyll and Bute Council,09/06/2020,-54.0,-8.0,-23.0,-41.0,-53.0,
506,Argyll and Bute Council,10/06/2020,-57.0,-20.0,-25.0,-43.0,-55.0,
507,Argyll and Bute Council,11/06/2020,-50.0,10.0,-19.0,-36.0,-51.0,
508,Argyll and Bute Council,12/06/2020,-55.0,4.0,-19.0,-35.0,-50.0,
509,Argyll and Bute Council,13/06/2020,-67.0,-26.0,-23.0,-43.0,-34.0,
510,Argyll and Bute Council,14/06/2020,-53.0,,-22.0,-14.0,-29.0,
511,Argyll and Bute Council,15/06/2020,-46.0,7.0,-22.0,-25.0,-49.0,
512,Argyll and Bute Council,16/06/2020,-48.0,18.0,-18.0,-27.0,-49.0,
513,Argyll and Bute Council,17/06/2020,-50.0,14.0,-14.0,-28.0,-50.0,
514,Argyll and Bute Council,18/06/2020,-49.0,35.0,-16.0,-19.0,-48.0,
515,Argyll and Bute Council,19/06/2020,-54.0,-2.0,-16.0,-35.0,-49.0,
516,Argyll and Bute Council,20/06/2020,-57.0,19.0,-10.0,-18.0,-27.0,
517,Argyll and Bute Council,21/06/2020,-57.0,-15.0,-18.0,-43.0,-30.0,
518,Argyll and Bute Council,22/06/2020,-48.0,-12.0,-25.0,-37.0,-51.0,
519,Argyll and Bute Council,23/06/2020,-54.0,-2.0,-19.0,-36.0,-50.0,
520,Bath and North East Somerset,15/02/2020,-13.0,-48.0,-10.0,-10.0,1.0,3.0
521,Bath and North East Somerset,16/02/2020,-2.0,-26.0,-3.0,2.0,-3.0,
522,Bath and North East Somerset,17/02/2020,22.0,32.0,2.0,7.0,-9.0,1.0
523,Bath and North East Somerset,18/02/2020,26.0,38.0,1.0,12.0,-9.0,1.0
524,Bath and North East Somerset,19/02/2020,22.0,32.0,0.0,6.0,-11.0,2.0
525,Bath and North East Somerset,20/02/2020,16.0,17.0,2.0,4.0,-10.0,2.0
526,Bath and North East Somerset,21/02/2020,15.0,37.0,-1.0,8.0,-14.0,2.0
527,Bath and North East Somerset,22/02/2020,11.0,-4.0,-1.0,16.0,3.0,-1.0
528,Bath and North East Somerset,23/02/2020,6.0,-2.0,1.0,15.0,2.0,
529,Bath and North East Somerset,24/02/2020,-4.0,-14.0,0.0,2.0,3.0,1.0
530,Bath and North East Somerset,25/02/2020,1.0,-1.0,2.0,10.0,7.0,0.0
531,Bath and North East Somerset,26/02/2020,7.0,14.0,0.0,5.0,4.0,0.0
532,Bath and North East Somerset,27/02/2020,2.0,10.0,3.0,6.0,6.0,0.0
533,Bath and North East Somerset,28/02/2020,-3.0,-23.0,0.0,11.0,4.0,1.0
534,Bath and North East Somerset,29/02/2020,2.0,-31.0,3.0,7.0,5.0,0.0
535,Bath and North East Somerset,01/03/2020,19.0,30.0,6.0,31.0,5.0,-1.0
536,Bath and North East Somerset,02/03/2020,6.0,12.0,3.0,6.0,5.0,0.0
537,Bath and North East Somerset,03/03/2020,12.0,14.0,3.0,8.0,6.0,-1.0
538,Bath and North East Somerset,04/03/2020,0.0,-11.0,0.0,1.0,4.0,1.0
539,Bath and North East Somerset,05/03/2020,-2.0,-8.0,7.0,3.0,5.0,1.0
540,Bath and North East Somerset,06/03/2020,3.0,28.0,5.0,8.0,6.0,0.0
541,Bath and North East Somerset,07/03/2020,2.0,4.0,4.0,11.0,8.0,-1.0
542,Bath and North East Somerset,08/03/2020,4.0,8.0,3.0,16.0,4.0,-1.0
543,Bath and North East Somerset,09/03/2020,1.0,-1.0,5.0,-2.0,2.0,1.0
544,Bath and North East Somerset,10/03/2020,-3.0,-1.0,2.0,2.0,3.0,1.0
545,Bath and North East Somerset,11/03/2020,2.0,20.0,6.0,0.0,3.0,1.0
546,Bath and North East Somerset,12/03/2020,-2.0,-3.0,11.0,0.0,3.0,1.0
547,Bath and North East Somerset,13/03/2020,-2.0,12.0,11.0,-3.0,0.0,3.0
548,Bath and North East Somerset,14/03/2020,-2.0,-4.0,13.0,-4.0,4.0,2.0
549,Bath and North East Somerset,15/03/2020,-11.0,18.0,8.0,18.0,-12.0,
550,Bath and North East Somerset,16/03/2020,-6.0,36.0,21.0,-8.0,-7.0,4.0
551,Bath and North East Somerset,17/03/2020,-22.0,1.0,24.0,-24.0,-16.0,8.0
552,Bath and North East Somerset,18/03/2020,-35.0,0.0,16.0,-40.0,-30.0,13.0
553,Bath and North East Somerset,19/03/2020,-40.0,-17.0,21.0,-45.0,-35.0,15.0
554,Bath and North East Somerset,20/03/2020,-47.0,-9.0,5.0,-47.0,-38.0,16.0
555,Bath and North East Somerset,21/03/2020,-66.0,-17.0,-1.0,-49.0,-32.0,
556,Bath and North East Somerset,22/03/2020,-69.0,9.0,-17.0,-45.0,-44.0,
557,Bath and North East Somerset,23/03/2020,-60.0,3.0,-13.0,-56.0,-55.0,19.0
558,Bath and North East Somerset,24/03/2020,-79.0,-20.0,-33.0,-70.0,-67.0,25.0
559,Bath and North East Somerset,25/03/2020,-82.0,-16.0,-31.0,-73.0,-72.0,29.0
560,Bath and North East Somerset,26/03/2020,-83.0,-18.0,-32.0,-72.0,-74.0,29.0
561,Bath and North East Somerset,27/03/2020,-86.0,-38.0,-35.0,-74.0,-73.0,30.0
562,Bath and North East Somerset,28/03/2020,-91.0,-69.0,-44.0,-75.0,-64.0,
563,Bath and North East Somerset,29/03/2020,-91.0,-54.0,-48.0,-75.0,-66.0,
564,Bath and North East Somerset,30/03/2020,-85.0,-45.0,-40.0,-76.0,-75.0,29.0
565,Bath and North East Somerset,31/03/2020,-83.0,-24.0,-37.0,-73.0,-76.0,28.0
566,Bath and North East Somerset,01/04/2020,-86.0,-34.0,-39.0,-77.0,-75.0,30.0
567,Bath and North East Somerset,02/04/2020,-85.0,-32.0,-37.0,-77.0,-75.0,30.0
568,Bath and North East Somerset,03/04/2020,-86.0,-32.0,-37.0,-75.0,-74.0,31.0
569,Bath and North East Somerset,04/04/2020,-91.0,-56.0,-44.0,-75.0,-63.0,
570,Bath and North East Somerset,05/04/2020,-90.0,-37.0,-47.0,-71.0,-64.0,
571,Bath and North East Somerset,06/04/2020,-84.0,-29.0,-41.0,-76.0,-76.0,28.0
572,Bath and North East Somerset,07/04/2020,-84.0,-14.0,-38.0,-73.0,-76.0,28.0
573,Bath and North East Somerset,08/04/2020,-85.0,-23.0,-35.0,-74.0,-76.0,29.0
574,Bath and North East Somerset,09/04/2020,-83.0,-13.0,-26.0,-71.0,-76.0,29.0
575,Bath and North East Somerset,10/04/2020,-89.0,-22.0,-43.0,-78.0,-86.0,
576,Bath and North East Somerset,11/04/2020,-91.0,-54.0,-38.0,-74.0,-64.0,
577,Bath and North East Somerset,12/04/2020,-92.0,-40.0,-65.0,-70.0,-68.0,
578,Bath and North East Somerset,13/04/2020,-88.0,-22.0,-50.0,-80.0,-87.0,
579,Bath and North East Somerset,14/04/2020,-83.0,-12.0,-33.0,-73.0,-76.0,28.0
580,Bath and North East Somerset,15/04/2020,-85.0,-16.0,-37.0,-73.0,-75.0,29.0
581,Bath and North East Somerset,16/04/2020,-85.0,-17.0,-35.0,-72.0,-74.0,30.0
582,Bath and North East Somerset,17/04/2020,-89.0,-61.0,-45.0,-79.0,-75.0,32.0
583,Bath and North East Somerset,18/04/2020,-92.0,-68.0,-48.0,-75.0,-61.0,
584,Bath and North East Somerset,19/04/2020,-88.0,-22.0,-44.0,-66.0,-59.0,
585,Bath and North East Somerset,20/04/2020,-84.0,-13.0,-41.0,-70.0,-73.0,28.0
586,Bath and North East Somerset,21/04/2020,-83.0,-2.0,-38.0,-69.0,-73.0,28.0
587,Bath and North East Somerset,22/04/2020,-84.0,-9.0,-39.0,-70.0,-74.0,29.0
588,Bath and North East Somerset,23/04/2020,-84.0,2.0,-33.0,-68.0,-74.0,29.0
589,Bath and North East Somerset,24/04/2020,-86.0,-14.0,-36.0,-70.0,-73.0,30.0
590,Bath and North East Somerset,25/04/2020,-89.0,-39.0,-40.0,-67.0,-57.0,
591,Bath and North East Somerset,26/04/2020,-87.0,-14.0,-42.0,-63.0,-60.0,
592,Bath and North East Somerset,27/04/2020,-83.0,-14.0,-39.0,-70.0,-73.0,28.0
593,Bath and North East Somerset,28/04/2020,-86.0,-51.0,-42.0,-76.0,-74.0,27.0
594,Bath and North East Somerset,29/04/2020,-85.0,-29.0,-40.0,-73.0,-73.0,30.0
595,Bath and North East Somerset,30/04/2020,-87.0,-37.0,-36.0,-72.0,-73.0,30.0
596,Bath and North East Somerset,01/05/2020,-87.0,-30.0,-37.0,-71.0,-72.0,30.0
597,Bath and North East Somerset,02/05/2020,-90.0,-37.0,-39.0,-64.0,-57.0,
598,Bath and North East Somerset,03/05/2020,-91.0,-42.0,-45.0,-68.0,-61.0,
599,Bath and North East Somerset,04/05/2020,-84.0,2.0,-36.0,-67.0,-72.0,27.0
600,Bath and North East Somerset,05/05/2020,-84.0,-9.0,-34.0,-67.0,-72.0,27.0
601,Bath and North East Somerset,06/05/2020,-84.0,13.0,-33.0,-67.0,-71.0,28.0
602,Bath and North East Somerset,07/05/2020,-83.0,13.0,-23.0,-63.0,-71.0,27.0
603,Bath and North East Somerset,08/05/2020,-88.0,6.0,-38.0,-70.0,-83.0,
604,Bath and North East Somerset,09/05/2020,-89.0,-26.0,-37.0,-62.0,-58.0,
605,Bath and North East Somerset,10/05/2020,-91.0,-44.0,-42.0,-68.0,-61.0,
606,Bath and North East Somerset,11/05/2020,-84.0,-16.0,-36.0,-68.0,-71.0,27.0
607,Bath and North East Somerset,12/05/2020,-81.0,15.0,-31.0,-63.0,-70.0,26.0
608,Bath and North East Somerset,13/05/2020,-83.0,1.0,-33.0,-66.0,-70.0,27.0
609,Bath and North East Somerset,14/05/2020,-80.0,33.0,-29.0,-63.0,-69.0,25.0
610,Bath and North East Somerset,15/05/2020,-83.0,13.0,-32.0,-61.0,-69.0,27.0
611,Bath and North East Somerset,16/05/2020,-86.0,-14.0,-33.0,-57.0,-54.0,
612,Bath and North East Somerset,17/05/2020,-84.0,26.0,-35.0,-47.0,-54.0,
613,Bath and North East Somerset,18/05/2020,-78.0,36.0,-32.0,-59.0,-68.0,24.0
614,Bath and North East Somerset,19/05/2020,-78.0,51.0,-30.0,-58.0,-68.0,24.0
615,Bath and North East Somerset,20/05/2020,-78.0,79.0,-25.0,-57.0,-68.0,25.0
616,Bath and North East Somerset,21/05/2020,-77.0,61.0,-24.0,-56.0,-68.0,25.0
617,Bath and North East Somerset,22/05/2020,-81.0,15.0,-29.0,-58.0,-67.0,26.0
618,Bath and North East Somerset,23/05/2020,-85.0,-21.0,-30.0,-58.0,-50.0,
619,Bath and North East Somerset,24/05/2020,-80.0,59.0,-26.0,-36.0,-52.0,
620,Bath and North East Somerset,25/05/2020,-75.0,,-29.0,-54.0,-84.0,
621,Bath and North East Somerset,26/05/2020,-74.0,86.0,-22.0,-54.0,-68.0,23.0
622,Bath and North East Somerset,27/05/2020,-76.0,76.0,-23.0,-54.0,-67.0,24.0
623,Bath and North East Somerset,28/05/2020,-74.0,84.0,-21.0,-52.0,-67.0,24.0
624,Bath and North East Somerset,29/05/2020,-77.0,74.0,-21.0,-52.0,-66.0,24.0
